row_id,review_id,overall_sentiment,ground_truth_sentiment,aspect_sentiment,aspect_summary,high_category
438,218,negative,1,negative,Need a invoice,INFRASTRUCTURE
439,219,positive,1,positive,good mobile a reasonable price,GENERAL_FEEDBACK
440,220,positive,1,positive,awesome camera & also performance,PHONE
443,221,negative,0,negative,worse product from lenovo upto now .,GENERAL_FEEDBACK
441,221,negative,0,negative,poor singnal quality on all operators.,PHONE
442,221,negative,0,negative,"no proper singal , network issue is big problem .",PHONE
444,222,positive,1,positive,Nice mobile,GENERAL_FEEDBACK
445,223,positive,1,positive,So good,GENERAL_FEEDBACK
446,224,negative,0,negative,bad camera,PHONE
447,224,negative,0,negative,Bad service by amazon also.,INFRASTRUCTURE
448,224,negative,0,negative,low battery level.,PHONE
449,224,negative,0,negative,Heating issues,PHONE
450,224,negative,0,negative,most disgusting phone ever.,GENERAL_FEEDBACK
454,225,negative,0,negative,K5 for service under warranty it's still lying with them for more than 17 days,INFRASTRUCTURE
453,225,negative,0,negative,it takes more than 8 hrs to charge inspite of rapid charger,PHONE
451,225,negative,0,negative,got over heated & switch off,PHONE
452,225,negative,0,negative,auth service center in vain as they are not aware of the product & solution,INFRASTRUCTURE
455,226,positive,1,positive,Good,GENERAL_FEEDBACK
456,227,positive,1,positive,A Must buy product!,GENERAL_FEEDBACK
457,227,positive,1,positive,Value for money product!,GENERAL_FEEDBACK
458,227,positive,1,positive,The phone is Awesome!,GENERAL_FEEDBACK
459,228,positive,1,positive,Nice,GENERAL_FEEDBACK
460,229,negative,0,negative,In coming sounds are not working,PHONE
461,230,positive,1,positive,Apple se best,GENERAL_FEEDBACK
462,231,negative,0,negative,Features not up to the mark,GENERAL_FEEDBACK
463,232,negative,0,negative,Never boots up,PHONE
464,232,negative,0,negative,Sad product,GENERAL_FEEDBACK
465,233,positive,1,positive,Nice smart phoen,GENERAL_FEEDBACK
466,234,positive,1,negative,got a defective peice,PHONE
467,234,positive,1,positive,I got a good peiceAnd now it meant all my requirements,GENERAL_FEEDBACK
468,234,positive,1,positive,Good speed,PHONE
469,234,positive,1,positive,Good camera,PHONE
470,234,positive,1,positive,Great speed no hanging,PHONE
471,235,negative,0,negative,My invoice bill is not given.,INFRASTRUCTURE
472,236,negative,0,negative,Bhangar phone,GENERAL_FEEDBACK
473,237,negative,0,negative,phone thickness is much more than usual phones.,PHONE
474,237,negative,0,negative,it's screen is not actually gorilla glass.,PHONE
475,237,negative,0,negative,it is easily brokenable,PHONE
476,237,negative,0,positive,it is nice phone,GENERAL_FEEDBACK
478,238,negative,0,negative,heating problem is main issue,PHONE
479,238,negative,0,negative,to much heat when charging and net using,PHONE
477,238,negative,0,positive,Product is ok,GENERAL_FEEDBACK
480,239,positive,0,positive,Not bad,GENERAL_FEEDBACK
481,240,positive,1,positive,Awesome budget phone,GENERAL_FEEDBACK
482,241,negative,0,negative,Camera is just average,PHONE
483,241,negative,0,negative,turbo charging is just a marketing gimmick,PHONE
484,241,negative,0,positive,Sound is good,PHONE
485,242,negative,0,negative,Only one speaker given,PHONE
486,242,negative,0,negative,Sound quality bad,PHONE
487,243,negative,1,positive,Good phone at this price,GENERAL_FEEDBACK
488,243,negative,1,negative,it takes nearly 4hrs to 5hrs to get fully charged,PHONE
489,244,positive,1,positive,Nice worth money..,GENERAL_FEEDBACK
490,245,positive,1,positive,Super,GENERAL_FEEDBACK
491,246,negative,0,negative,unable to connect to Smart TV,PHONE
492,246,negative,0,negative,There is no Super cast feature,PHONE
493,247,negative,0,negative,it is getting draining battery very fastly,PHONE
494,247,negative,0,negative,some apps are crashed,PHONE
495,248,negative,0,negative,Worst phone EVER,GENERAL_FEEDBACK
496,248,negative,0,negative,Battery drains in 2 hrs from 100-10,PHONE
497,249,negative,0,negative,disappointingly the phone could not find the TV.,PHONE
498,249,negative,0,negative,"the person who was chatting, one Mr Saleem says K8 can cast only through chrome cast.",INFRASTRUCTURE
499,249,negative,0,negative,he abruptly disconnected.,INFRASTRUCTURE
501,250,positive,1,positive,Best specifications.,PHONE
500,250,positive,1,positive,Nice phone.,GENERAL_FEEDBACK
502,251,positive,1,positive,It's very nice product and I use the phone and I very happy,GENERAL_FEEDBACK
503,252,positive,1,positive,Satisfied with the product,GENERAL_FEEDBACK
504,253,positive,1,positive,Very good phone in this range......,GENERAL_FEEDBACK
505,254,negative,0,negative,earphone should be given with the phone.,INFRASTRUCTURE
506,254,negative,0,negative,Not good as Samsung quality products,GENERAL_FEEDBACK
507,255,positive,1,positive,"Phone is good, doesn't lag",PHONE
508,255,positive,1,negative,battery backup is not up to a expectation level...,PHONE
509,255,positive,1,positive,got 2000 off during diwali plus additional cash back,INFRASTRUCTURE
511,256,negative,0,positive,Nice phone for the price.,GENERAL_FEEDBACK
513,256,negative,0,negative,Casting not working even after sw update.,PHONE
510,256,negative,0,negative,No headphones in the box.,INFRASTRUCTURE
512,256,negative,0,negative,Camera is avg and slow.,PHONE
514,257,negative,1,negative,battery is too poor,PHONE
515,257,negative,1,positive,Awesome mobail,GENERAL_FEEDBACK
516,258,positive,1,positive,Good,GENERAL_FEEDBACK
518,259,negative,0,positive,The phone's wonderful,GENERAL_FEEDBACK
517,259,negative,0,negative,worst delivery,INFRASTRUCTURE
519,259,negative,0,negative,the box which reached me did not contain any earphone.,INFRASTRUCTURE
524,260,negative,0,negative,they didn't given invoice this is bad,INFRASTRUCTURE
523,260,negative,0,positive,The delivery was fast,INFRASTRUCTURE
521,260,negative,0,negative,battery backup is moderate,PHONE
522,260,negative,0,positive,the mobile is good,GENERAL_FEEDBACK
520,260,negative,0,negative,volume in headphones is a bit low,PHONE
525,261,negative,0,positive,good build,PHONE
526,261,negative,0,negative,default write disk not available,PHONE
527,261,negative,0,negative,Flash light not working,PHONE
528,262,negative,0,positive,Good phone,GENERAL_FEEDBACK
529,262,negative,0,negative,rear camera is not so good,PHONE
530,262,negative,0,negative,Dolby Atmos is not working.,PHONE
531,263,positive,1,positive,Best phone of 2017,GENERAL_FEEDBACK
533,264,negative,0,positive,Mobile is good.,GENERAL_FEEDBACK
532,264,negative,0,negative,the charger is not the TURBO charger,PHONE
534,265,positive,1,positive,"Very nice phone,no problem yet..",GENERAL_FEEDBACK
535,266,positive,1,positive,Nice phone looking smart.,PHONE
536,267,positive,1,positive,Excellent,GENERAL_FEEDBACK
537,268,positive,1,positive,Affordable,GENERAL_FEEDBACK
538,269,positive,1,positive,Very good,GENERAL_FEEDBACK
539,270,negative,1,positive,Looking stylist,PHONE
540,270,negative,1,negative,sometimes network problem found.,PHONE
543,271,positive,1,positive,Overall the performance of phone is good.,PHONE
541,271,positive,1,positive,A good product by lenovo and delivery was great by amazon.,INFRASTRUCTURE
542,271,positive,1,negative,"Dual camera may be much better, but its depth enabled mode needs more improvement.",PHONE
544,272,positive,1,positive,Pros are more here than cons ..,GENERAL_FEEDBACK
545,273,negative,0,negative,Very bad network connection every day network problem....,PHONE
546,274,negative,0,negative,Draining battery fast....,PHONE
547,274,negative,0,negative,Heating when the phone is plugged into charge in off mode...,PHONE
548,274,negative,0,negative,network issues in calling using JIO...,PHONE
549,274,negative,0,negative,Processor performance is also not good..,PHONE
550,275,positive,1,positive,He is pretty happy with the phone,GENERAL_FEEDBACK
551,275,positive,1,positive,Otherwise a great tech,GENERAL_FEEDBACK
552,275,positive,1,negative,A highly skinned os makes it little full,PHONE
553,276,negative,0,negative,camera part also which is poor,PHONE
554,276,negative,0,negative,Again disappointed with lenevo.,GENERAL_FEEDBACK
555,276,negative,0,negative,Battery is poor.,PHONE
556,277,negative,0,negative,Empty box.Product missing,INFRASTRUCTURE
557,278,positive,1,positive,Excellent!!,GENERAL_FEEDBACK
558,279,positive,1,positive,Nice phone,GENERAL_FEEDBACK
559,280,negative,0,negative,It doesn't connect to my Samsung level U Bluetooth headset.,PHONE
561,281,positive,1,positive,Great product...No defects...Worth the price...,GENERAL_FEEDBACK
560,281,positive,1,positive,The delivery guy even opened the void seal in front of me...,INFRASTRUCTURE
562,282,negative,0,negative,gave me defected piece.,INFRASTRUCTURE
563,282,negative,0,negative,My phone gets heated Everytime and the battery goes down very quickly.,PHONE
564,283,positive,1,positive,"Nice phone,fast, good battery backup and good camera clearity",PHONE
565,284,positive,1,positive,nice phone very nice features i love to use this phone,GENERAL_FEEDBACK
566,285,positive,1,positive,Very nice,GENERAL_FEEDBACK
567,286,negative,0,negative,Not upto mark especially camera,PHONE
569,287,negative,0,negative,no Gallery to store images..,PHONE
570,287,negative,0,positive,Rest everything is perfect.,GENERAL_FEEDBACK
568,287,negative,0,negative,Sound quality is not good,PHONE
571,288,positive,1,positive,Good phone,GENERAL_FEEDBACK
572,289,positive,1,positive,battery backup is good.. at the end of the day I am ending up with 40-45% battery remaining,PHONE
573,289,positive,1,negative,A little bit of heating while charging,PHONE
574,289,positive,1,positive,a nice looking device...,PHONE
575,289,positive,1,positive,over all good phone...,GENERAL_FEEDBACK
576,289,positive,1,negative,camera quality is not as expected....,PHONE
577,290,positive,1,positive,Nice,GENERAL_FEEDBACK
578,291,negative,1,positive,I found everything what expected,GENERAL_FEEDBACK
579,291,negative,1,negative,except headphone.,PHONE
581,292,negative,1,positive,The fone is overall good.,GENERAL_FEEDBACK
580,292,negative,1,negative,there are issues with network connections especially while using volte on jio.,PHONE
582,293,negative,0,negative,Totally waste,GENERAL_FEEDBACK
583,294,negative,0,positive,It was good,GENERAL_FEEDBACK
584,294,negative,0,negative,heating is main disadvantage,PHONE
585,295,positive,1,positive,Amazing,GENERAL_FEEDBACK
586,296,negative,0,negative,No contacts in phone everything to be stored to google,PHONE
587,296,negative,0,negative,the display ia going out of screen,PHONE
588,296,negative,0,negative,the signal indicator ia never full,PHONE
590,297,negative,0,negative,need of change of mother board .,PHONE
591,297,negative,0,negative,Bad service faulty products.,INFRASTRUCTURE
589,297,negative,0,negative,device fault of software Mobile getting hang and restart automatically .,PHONE
592,298,positive,1,positive,This phone is very good...I like this phone,GENERAL_FEEDBACK
593,299,negative,0,positive,Got the phone delivered on time .,INFRASTRUCTURE
594,299,negative,0,negative,worst battery life,PHONE
595,299,negative,0,negative,Camera Quality...A disaster in auto mode,PHONE
596,299,negative,0,negative,have never seen such a terrible device,GENERAL_FEEDBACK
597,299,negative,0,positive,"The phone is super smooth , Display , Touch , Finger print sensor & stock Android",PHONE
599,300,negative,1,negative,After 4-5 months of use I found it starts to hang a bit,PHONE
598,300,negative,1,positive,"Decent battery life, not the best but still a decent camera.",PHONE
601,301,negative,0,negative,It says it has turbo charge but it takes four hour to reach 100%.,PHONE
600,301,negative,0,negative,Not worth buying,GENERAL_FEEDBACK
602,302,negative,0,negative,Very bad mobile don't buy it...,GENERAL_FEEDBACK
603,303,negative,0,negative,low battery backup,PHONE
604,304,positive,0,positive,Ok,GENERAL_FEEDBACK
605,305,negative,0,negative,Heating over Some times,PHONE
606,306,negative,0,negative,When i bought the product it was scratched.,INFRASTRUCTURE
607,306,negative,0,negative,I can use this phone of 10min and feels headache.,PHONE
608,306,negative,0,negative,Service from amazon is also very poor.,INFRASTRUCTURE
611,307,positive,1,positive,"Very good battery backup, nice camera.",PHONE
610,307,positive,1,positive,Budget phone very good.,GENERAL_FEEDBACK
609,307,positive,1,positive,Doulby system sound very nice.,PHONE
612,308,positive,1,positive,"Battery backup, both camera are very good.",PHONE
613,308,positive,1,positive,Speed is also nice and its charging is very fast.,PHONE
614,309,positive,1,positive,"Awesome battery backup ,awesome camera,great audio and video experience",PHONE
615,310,negative,1,negative,Buy only if you can compromise with the cameras.... Cos they are not good at all,PHONE
616,310,negative,1,positive,Great phone....,GENERAL_FEEDBACK
617,311,positive,1,positive,Good,GENERAL_FEEDBACK
619,312,negative,0,negative,calls not receiving at times even though full signal,PHONE
620,312,negative,0,negative,Camera not good,PHONE
618,312,negative,0,negative,dual SIM has issues randomly,PHONE
621,313,negative,0,negative,Bettry is very very poor..,PHONE
622,313,negative,0,negative,And phone is getting hot,PHONE
623,314,negative,0,negative,it has curved on screen display so when I attach a tampered glass the air gap present surround the screen,PHONE
624,315,negative,0,negative,now I am facing charging problem...... Now it takes almost 4 hour to full charge...,PHONE
625,316,negative,0,negative,I have faced several times hanging issue,PHONE
626,316,negative,0,negative,I am not satisfied with this phone..though it has lots of good features..,GENERAL_FEEDBACK
629,317,negative,0,negative,Had horrible experience with this phone.,GENERAL_FEEDBACK
628,317,negative,0,negative,"Some times touch doesn't respond, after few mins screen keep flickering multiple times",PHONE
627,317,negative,0,negative,Afterwords touch is not working properly.,PHONE
630,318,positive,1,positive,Very nice product,GENERAL_FEEDBACK
631,319,positive,1,positive,Very good,GENERAL_FEEDBACK
632,320,negative,0,negative,"Lots of issues, os is truble.",PHONE
633,320,negative,0,negative,returning policy is not working,INFRASTRUCTURE
634,320,negative,0,negative,"do,t buy on Amazon",INFRASTRUCTURE
635,321,negative,0,negative,Poor quality phone from lenovo,GENERAL_FEEDBACK
636,321,negative,0,negative,Bad decision of buying this phone...,GENERAL_FEEDBACK
637,321,negative,0,negative,suddenly got dead...And now I can't even switch it on,PHONE
638,322,negative,0,positive,Camera and it's performance is nice,PHONE
