row_id,review_id,overall_sentiment,ground_truth_sentiment,aspect_sentiment,aspect_summary,high_category,main_category
338,166,negative,0,negative,do not buy this product.,GENERAL_FEEDBACK,OVERALL SATISFACTION
340,167,negative,0,negative,battery life is very poor,PHONE,BATTERY
339,167,negative,0,negative,this phone has hang issue .,PHONE,PERFORMANCE
341,168,positive,1,positive,Nice phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
342,169,negative,0,negative,Below key light not available,PHONE,DESIGN
343,169,negative,0,negative,Heating problem,PHONE,BATTERY
344,169,negative,0,negative,Automatic call recorder not available,PHONE,SOFTWARE
345,169,negative,0,negative,Battery backup not good,PHONE,BATTERY
346,170,positive,1,positive,Good mobile.....Good performance....,PHONE,PERFORMANCE
347,171,negative,0,negative,Phone is just ok...don't expect much...,GENERAL_FEEDBACK,OVERALL SATISFACTION
349,172,negative,0,negative,Battery charge takes a lot of tym in turbo chrger,PHONE,BATTERY
350,172,negative,0,negative,not good selfie camera,PHONE,CAMERA
348,172,negative,0,negative,Heating too quickly,PHONE,BATTERY
351,173,positive,0,negative,accessories are bad quality.,PHONE,DESIGN
352,173,positive,0,positive,Good handset,GENERAL_FEEDBACK,OVERALL SATISFACTION
353,173,positive,0,negative,charger damaged in 2 month.,PHONE,DESIGN
354,174,negative,0,negative,They know this issue and are cheating customers.,INFRASTRUCTURE,POLICY CLARITY & TRUSTWORTHINESS
355,174,negative,0,negative,"Battery drains too fast , even when kept idle .",PHONE,BATTERY
356,175,positive,1,positive,Super,GENERAL_FEEDBACK,OVERALL SATISFACTION
357,176,positive,1,positive,nice one....,GENERAL_FEEDBACK,OVERALL SATISFACTION
358,177,positive,1,positive,Love it.,GENERAL_FEEDBACK,OVERALL SATISFACTION
359,178,negative,0,negative,unfortunately its the same older one no update already made.,PHONE,SOFTWARE
360,179,negative,0,negative,Don't buy this product ekdum bakwas,GENERAL_FEEDBACK,OVERALL SATISFACTION
361,180,positive,1,positive,Excellent performance.,PHONE,PERFORMANCE
362,181,negative,0,negative,camera is also not as claimed.,PHONE,CAMERA
363,181,negative,0,negative,Battery back up is frustrating. Getting discharged very fast.,PHONE,BATTERY
364,182,negative,0,negative,Battery backup is very poor,PHONE,BATTERY
371,183,positive,1,negative,Side buttons was very loose this is a problem,PHONE,DESIGN
370,183,positive,1,positive,Front camera was good and back also,PHONE,CAMERA
368,183,positive,1,positive,Finger print senser was very fast,PHONE,PERFORMANCE
369,183,positive,1,positive,Battery was good,PHONE,BATTERY
366,183,positive,1,positive,Phone is very fast,PHONE,PERFORMANCE
365,183,positive,1,positive,Very nice phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
367,183,positive,1,negative,1st time charging may led to heating,PHONE,BATTERY
372,184,positive,1,positive,Works well with long lasting battery,PHONE,BATTERY
373,184,positive,1,positive,with less heating even with double sim and mobile data.,PHONE,BATTERY
376,185,positive,1,positive,Highly recommend to all age group,GENERAL_FEEDBACK,OVERALL SATISFACTION
374,185,positive,1,positive,Nice camera clarity with good battery backup.,PHONE,CAMERA
375,185,positive,1,positive,Screen quality is really nice.,PHONE,DISPLAY
379,186,positive,1,positive,phone is nice at this price,GENERAL_FEEDBACK,PRICE & VALUE
380,186,positive,1,positive,every thing is fantastic in this phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
377,186,positive,1,negative,not satisfied in depth camera mode,PHONE,CAMERA
378,186,positive,1,positive,battery is performing good,PHONE,BATTERY
381,187,positive,1,positive,It is Fast fast Operating system.,PHONE,PERFORMANCE
382,187,positive,1,positive,Good Storages,PHONE,STORAGE
383,187,positive,1,positive,internet and calling is good because of a LTE Network over 4G.,PHONE,CONNECTIVITY
384,187,positive,1,positive,It doesn't get hang.,PHONE,PERFORMANCE
385,188,positive,0,positive,Normal smartphone with bit of bugs... With for the cost...,PHONE,SOFTWARE
386,189,negative,0,negative,Very very poor product,GENERAL_FEEDBACK,OVERALL SATISFACTION
388,190,negative,0,negative,no proper response from Lenovo customer care,INFRASTRUCTURE,CUSTOMER SUPPORT
389,190,negative,0,negative,seriously don't buy..full of crap and traps,GENERAL_FEEDBACK,OVERALL SATISFACTION
387,190,negative,0,negative,Worst phone..several issues,GENERAL_FEEDBACK,OVERALL SATISFACTION
390,191,positive,1,positive,lovely,GENERAL_FEEDBACK,OVERALL SATISFACTION
391,192,negative,1,positive,Phone is very good.,GENERAL_FEEDBACK,OVERALL SATISFACTION
392,192,negative,1,negative,I ordered a venom black variant & received gold variant.,INFRASTRUCTURE,DELIVERY
393,193,positive,1,positive,Very good,GENERAL_FEEDBACK,OVERALL SATISFACTION
394,194,positive,1,positive,Very good.,GENERAL_FEEDBACK,OVERALL SATISFACTION
395,195,negative,0,negative,Battery performance and charging time is really bad and worst,PHONE,BATTERY
396,196,positive,1,positive,"Good phone, smoothly work touchscreen",PHONE,DISPLAY
397,197,positive,1,positive,Great features under 15k rs.,GENERAL_FEEDBACK,PRICE & VALUE
398,197,positive,1,positive,I'm totally satisfied with it,GENERAL_FEEDBACK,OVERALL SATISFACTION
399,198,positive,1,positive,Amazing performance,PHONE,PERFORMANCE
401,199,positive,1,positive,amazing service by amazon.,INFRASTRUCTURE,CUSTOMER SUPPORT
400,199,positive,1,positive,Worth the money,GENERAL_FEEDBACK,PRICE & VALUE
402,200,positive,1,positive,Worthy purchase,GENERAL_FEEDBACK,PRICE & VALUE
403,200,positive,1,positive,handy & smooth touch,PHONE,DISPLAY
404,201,positive,1,positive,Perfect Product,GENERAL_FEEDBACK,OVERALL SATISFACTION
405,201,positive,1,positive,100% happy,GENERAL_FEEDBACK,OVERALL SATISFACTION
406,202,negative,0,negative,Amazon and lenovo is not supporting properly if there is an issue,INFRASTRUCTURE,CUSTOMER SUPPORT
407,202,negative,0,negative,Product is worst,GENERAL_FEEDBACK,OVERALL SATISFACTION
408,203,negative,0,negative,Phone has some serious OS issues,PHONE,SOFTWARE
409,203,negative,0,negative,Amazon is not ready to refund the amount.,INFRASTRUCTURE,REFUNDS & CASHBACK
410,203,negative,0,negative,one of the worst phone I purchased.,GENERAL_FEEDBACK,OVERALL SATISFACTION
412,204,negative,0,negative,Headphone jack and hotspot not working.,PHONE,CONNECTIVITY
411,204,negative,0,negative,I got defected piece .,PHONE,DESIGN
413,205,negative,0,negative,Poor battery,PHONE,BATTERY
414,205,negative,0,negative,a lot of heating even for normal usage.,PHONE,BATTERY
415,206,negative,0,negative,When I dubble tap on image that can't zoom.,PHONE,SOFTWARE
416,207,negative,0,negative,In this phone don't have Gallery opetion or menu,PHONE,SOFTWARE
417,208,negative,0,negative,Call Recorder only records one side voice,PHONE,SOFTWARE
418,208,negative,0,negative,Network Reception is poor compared other devices,PHONE,CONNECTIVITY
419,208,negative,0,negative,haven't got anything yet,INFRASTRUCTURE,DELIVERY
420,209,negative,0,negative,Very poor sound quality.,PHONE,AUDIO
421,210,positive,0,positive,Asome phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
422,211,negative,0,negative,The worst products i have ever buy.,GENERAL_FEEDBACK,OVERALL SATISFACTION
423,212,negative,0,negative,issues with mic,PHONE,AUDIO
424,212,negative,0,negative,Too much heating,PHONE,BATTERY
425,212,negative,0,negative,battery drains up very very quickly,PHONE,BATTERY
426,212,negative,0,negative,most of the time calls inaudible,PHONE,AUDIO
427,213,positive,1,positive,Express delivery,INFRASTRUCTURE,DELIVERY
430,214,positive,1,positive,No problem when connecting to PC/Laptop.,PHONE,CONNECTIVITY
431,214,positive,1,positive,Very nice Lenovo k8 note.,GENERAL_FEEDBACK,OVERALL SATISFACTION
428,214,positive,1,positive,Both cameras are very good quality.,PHONE,CAMERA
429,214,positive,1,positive,Battery backup is very good.,PHONE,BATTERY
432,215,positive,0,positive,Good,GENERAL_FEEDBACK,OVERALL SATISFACTION
433,216,negative,1,positive,Nice phone with great features at this price.,GENERAL_FEEDBACK,PRICE & VALUE
434,216,negative,1,negative,my phone gets off anytime without any reason.,PHONE,PERFORMANCE
435,217,negative,1,positive,Very gud phone excellent resolution,PHONE,DISPLAY
436,217,negative,1,positive,camera is supurb,PHONE,CAMERA
437,217,negative,1,negative,i'm having some battery and heating issues..,PHONE,BATTERY
438,218,negative,1,negative,Need a invoice,INFRASTRUCTURE,ORDER TRACKING & COMMUNICATION
439,219,positive,1,positive,good mobile a reasonable price,GENERAL_FEEDBACK,PRICE & VALUE
440,220,positive,1,positive,awesome camera & also performance,PHONE,CAMERA
443,221,negative,0,negative,worse product from lenovo upto now .,GENERAL_FEEDBACK,BRAND TRUST & REPUTATION
441,221,negative,0,negative,poor singnal quality on all operators.,PHONE,CONNECTIVITY
442,221,negative,0,negative,"no proper singal , network issue is big problem .",PHONE,CONNECTIVITY
444,222,positive,1,positive,Nice mobile,GENERAL_FEEDBACK,OVERALL SATISFACTION
445,223,positive,1,positive,So good,GENERAL_FEEDBACK,OVERALL SATISFACTION
446,224,negative,0,negative,bad camera,PHONE,CAMERA
447,224,negative,0,negative,Bad service by amazon also.,INFRASTRUCTURE,CUSTOMER SUPPORT
448,224,negative,0,negative,low battery level.,PHONE,BATTERY
449,224,negative,0,negative,Heating issues,PHONE,BATTERY
450,224,negative,0,negative,most disgusting phone ever.,GENERAL_FEEDBACK,OVERALL SATISFACTION
454,225,negative,0,negative,K5 for service under warranty it's still lying with them for more than 17 days,INFRASTRUCTURE,CUSTOMER SUPPORT
453,225,negative,0,negative,it takes more than 8 hrs to charge inspite of rapid charger,PHONE,BATTERY
451,225,negative,0,negative,got over heated & switch off,PHONE,BATTERY
452,225,negative,0,negative,auth service center in vain as they are not aware of the product & solution,INFRASTRUCTURE,CUSTOMER SUPPORT
455,226,positive,1,positive,Good,GENERAL_FEEDBACK,OVERALL SATISFACTION
456,227,positive,1,positive,A Must buy product!,GENERAL_FEEDBACK,OVERALL SATISFACTION
457,227,positive,1,positive,Value for money product!,GENERAL_FEEDBACK,PRICE & VALUE
458,227,positive,1,positive,The phone is Awesome!,GENERAL_FEEDBACK,OVERALL SATISFACTION
459,228,positive,1,positive,Nice,GENERAL_FEEDBACK,OVERALL SATISFACTION
460,229,negative,0,negative,In coming sounds are not working,PHONE,AUDIO
461,230,positive,1,positive,Apple se best,GENERAL_FEEDBACK,COMPETITOR COMPARISON
462,231,negative,0,negative,Features not up to the mark,GENERAL_FEEDBACK,OVERALL SATISFACTION
463,232,negative,0,negative,Never boots up,PHONE,SOFTWARE
464,232,negative,0,negative,Sad product,GENERAL_FEEDBACK,OVERALL SATISFACTION
465,233,positive,1,positive,Nice smart phoen,GENERAL_FEEDBACK,OVERALL SATISFACTION
466,234,positive,1,negative,got a defective peice,PHONE,DESIGN
467,234,positive,1,positive,I got a good peiceAnd now it meant all my requirements,GENERAL_FEEDBACK,OVERALL SATISFACTION
468,234,positive,1,positive,Good speed,PHONE,PERFORMANCE
469,234,positive,1,positive,Good camera,PHONE,CAMERA
470,234,positive,1,positive,Great speed no hanging,PHONE,PERFORMANCE
471,235,negative,0,negative,My invoice bill is not given.,INFRASTRUCTURE,ORDER TRACKING & COMMUNICATION
472,236,negative,0,negative,Bhangar phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
473,237,negative,0,negative,phone thickness is much more than usual phones.,PHONE,DESIGN
474,237,negative,0,negative,it's screen is not actually gorilla glass.,PHONE,DISPLAY
475,237,negative,0,negative,it is easily brokenable,PHONE,DESIGN
476,237,negative,0,positive,it is nice phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
478,238,negative,0,negative,heating problem is main issue,PHONE,BATTERY
479,238,negative,0,negative,to much heat when charging and net using,PHONE,BATTERY
477,238,negative,0,positive,Product is ok,GENERAL_FEEDBACK,OVERALL SATISFACTION
480,239,positive,0,positive,Not bad,GENERAL_FEEDBACK,OVERALL SATISFACTION
481,240,positive,1,positive,Awesome budget phone,GENERAL_FEEDBACK,PRICE & VALUE
482,241,negative,0,negative,Camera is just average,PHONE,CAMERA
483,241,negative,0,negative,turbo charging is just a marketing gimmick,PHONE,BATTERY
484,241,negative,0,positive,Sound is good,PHONE,AUDIO
485,242,negative,0,negative,Only one speaker given,PHONE,AUDIO
486,242,negative,0,negative,Sound quality bad,PHONE,AUDIO
487,243,negative,1,positive,Good phone at this price,GENERAL_FEEDBACK,PRICE & VALUE
488,243,negative,1,negative,it takes nearly 4hrs to 5hrs to get fully charged,PHONE,BATTERY
489,244,positive,1,positive,Nice worth money..,GENERAL_FEEDBACK,PRICE & VALUE
490,245,positive,1,positive,Super,GENERAL_FEEDBACK,OVERALL SATISFACTION
491,246,negative,0,negative,unable to connect to Smart TV,PHONE,CONNECTIVITY
492,246,negative,0,negative,There is no Super cast feature,PHONE,SOFTWARE
493,247,negative,0,negative,it is getting draining battery very fastly,PHONE,BATTERY
494,247,negative,0,negative,some apps are crashed,PHONE,PERFORMANCE
495,248,negative,0,negative,Worst phone EVER,GENERAL_FEEDBACK,OVERALL SATISFACTION
496,248,negative,0,negative,Battery drains in 2 hrs from 100-10,PHONE,BATTERY
497,249,negative,0,negative,disappointingly the phone could not find the TV.,PHONE,CONNECTIVITY
498,249,negative,0,negative,"the person who was chatting, one Mr Saleem says K8 can cast only through chrome cast.",INFRASTRUCTURE,CUSTOMER SUPPORT
499,249,negative,0,negative,he abruptly disconnected.,INFRASTRUCTURE,CUSTOMER SUPPORT
501,250,positive,1,positive,Best specifications.,PHONE,PERFORMANCE
500,250,positive,1,positive,Nice phone.,GENERAL_FEEDBACK,OVERALL SATISFACTION
502,251,positive,1,positive,It's very nice product and I use the phone and I very happy,GENERAL_FEEDBACK,OVERALL SATISFACTION
503,252,positive,1,positive,Satisfied with the product,GENERAL_FEEDBACK,OVERALL SATISFACTION
504,253,positive,1,positive,Very good phone in this range......,GENERAL_FEEDBACK,PRICE & VALUE
505,254,negative,0,negative,earphone should be given with the phone.,INFRASTRUCTURE,DELIVERY
506,254,negative,0,negative,Not good as Samsung quality products,GENERAL_FEEDBACK,COMPETITOR COMPARISON
507,255,positive,1,positive,"Phone is good, doesn't lag",PHONE,PERFORMANCE
508,255,positive,1,negative,battery backup is not up to a expectation level...,PHONE,BATTERY
509,255,positive,1,positive,got 2000 off during diwali plus additional cash back,INFRASTRUCTURE,REFUNDS & CASHBACK
511,256,negative,0,positive,Nice phone for the price.,GENERAL_FEEDBACK,PRICE & VALUE
513,256,negative,0,negative,Casting not working even after sw update.,PHONE,SOFTWARE
510,256,negative,0,negative,No headphones in the box.,INFRASTRUCTURE,DELIVERY
512,256,negative,0,negative,Camera is avg and slow.,PHONE,CAMERA
514,257,negative,1,negative,battery is too poor,PHONE,BATTERY
515,257,negative,1,positive,Awesome mobail,GENERAL_FEEDBACK,OVERALL SATISFACTION
516,258,positive,1,positive,Good,GENERAL_FEEDBACK,OVERALL SATISFACTION
518,259,negative,0,positive,The phone's wonderful,GENERAL_FEEDBACK,OVERALL SATISFACTION
517,259,negative,0,negative,worst delivery,INFRASTRUCTURE,DELIVERY
519,259,negative,0,negative,the box which reached me did not contain any earphone.,INFRASTRUCTURE,DELIVERY
524,260,negative,0,negative,they didn't given invoice this is bad,INFRASTRUCTURE,ORDER TRACKING & COMMUNICATION
523,260,negative,0,positive,The delivery was fast,INFRASTRUCTURE,DELIVERY
521,260,negative,0,negative,battery backup is moderate,PHONE,BATTERY
522,260,negative,0,positive,the mobile is good,GENERAL_FEEDBACK,OVERALL SATISFACTION
520,260,negative,0,negative,volume in headphones is a bit low,PHONE,AUDIO
525,261,negative,0,positive,good build,PHONE,DESIGN
526,261,negative,0,negative,default write disk not available,PHONE,STORAGE
527,261,negative,0,negative,Flash light not working,PHONE,CAMERA
528,262,negative,0,positive,Good phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
529,262,negative,0,negative,rear camera is not so good,PHONE,CAMERA
530,262,negative,0,negative,Dolby Atmos is not working.,PHONE,AUDIO
531,263,positive,1,positive,Best phone of 2017,GENERAL_FEEDBACK,OVERALL SATISFACTION
533,264,negative,0,positive,Mobile is good.,GENERAL_FEEDBACK,OVERALL SATISFACTION
532,264,negative,0,negative,the charger is not the TURBO charger,PHONE,BATTERY
534,265,positive,1,positive,"Very nice phone,no problem yet..",GENERAL_FEEDBACK,OVERALL SATISFACTION
535,266,positive,1,positive,Nice phone looking smart.,PHONE,DESIGN
536,267,positive,1,positive,Excellent,GENERAL_FEEDBACK,OVERALL SATISFACTION
537,268,positive,1,positive,Affordable,GENERAL_FEEDBACK,PRICE & VALUE
538,269,positive,1,positive,Very good,GENERAL_FEEDBACK,OVERALL SATISFACTION
539,270,negative,1,positive,Looking stylist,PHONE,DESIGN
540,270,negative,1,negative,sometimes network problem found.,PHONE,CONNECTIVITY
543,271,positive,1,positive,Overall the performance of phone is good.,PHONE,PERFORMANCE
541,271,positive,1,positive,A good product by lenovo and delivery was great by amazon.,INFRASTRUCTURE,DELIVERY
542,271,positive,1,negative,"Dual camera may be much better, but its depth enabled mode needs more improvement.",PHONE,CAMERA
544,272,positive,1,positive,Pros are more here than cons ..,GENERAL_FEEDBACK,OVERALL SATISFACTION
